5099323000373, 0.629167, 15.10, GROCERY, CANNED/BOTTLED/VEG, 0.75, SPAR PEAS PROCESSED, 0.0000, 5099323080863, N
5099809000873, 2.39167, 28.70, GROCERY, BAKERY/COOKERY, 2.84, GEM ALMONDS FLAKED, 0.0000, 05099809123978, I
5011010292120, 0, 0.00, GROCERY, SAUCE/GRAVY/STUFFING, 0.85, ROMA TOMATO PUREE CAN, 0.0000, 5011010012100, I
5099801000024, 1.96333, 29.45, GROCERY, BREAKFAST MEALS, 1.99, FLAHAVAN PROGRESS OATLETS, 0.0000, 5099801000215, I
5010975030068, 0.299167, 10.77, GROCERY, BISCUITS, 0.60, TUNNOCK TEACAKES, 0.2300, 5010975030037, N
5010975030020, 1.29625, 41.48, GROCERY, BISCUITS, 2.45, TUNNOCK TEACAKES 6PK., 0.2300, 5010975070507, I
5011009300072, 1.065, 10.65, GROCERY, SALT/PEPPER/SPICES/HERBS, 1.42, SIUCRA SUGAR GRAN 1KG., 0.0000, 05011009000071, N
5011009310118, 0.820714, 11.49, GROCERY, SALT/PEPPER/SPICES/HERBS, 1.55, SIUCRA SUGAR CUBE, 0.0000, 5011009720504, I
50953349, 1.88667, 22.64, GROCERY, BABY FOOD/NEEDS, 3.00, SUDOCREM, 0.2300, 5011025029001, N
5011002021028, 1.99083, 23.89, GROCERY, SAUSAGES/COOKED MEAT, 2.41, HELL MAYONNAISE REAL, 0.0000, 05011002921021, I
5011002022018, 2.8225, 33.87, GROCERY, SAUSAGES/COOKED MEAT, 3.15, HELL MAYONNAISE REAL, 0.0000, 05011002922011, I
5000184321507, 1.99083, 23.89, GROCERY, SAUSAGES/COOKED MEAT, 1.00, HELL MAYONNAISE LIGHT, 0.0000, 5014598345608, I
40111490, 0.618333, 14.84, CONFECTIONERY, COUNT LINES, 1.20, M&M CHOCO, 0.2300, 05000159460309, N
5000159001335, 0.628333, 22.62, CONFECTIONERY, COUNT LINES, 1.20, REVELS, 0.2300, 5000159231527, N
5000159020268, 2.58889, 46.60, CONFECTIONERY, MULTI-PACKS, 4.39, MALTESERS MINIS, 0.2300, 5000159215701, I
40111391, 0.292292, 14.03, CONFECTIONERY, COUNT LINES, 0.65, MILKYWAY, 0.2300, 5000159379441, I
50159338, 0.32287, 139.48, CONFECTIONERY, COUNT LINES, 1.10, SKITTLES FRUIT., 0.2300, 05000159338882, N
5000161004775, 2.73, 16.38, GROCERY, PETFOODS, 4.79, WINALOT MIXER WHOLEGRAIN, 0.2300, 5000163312007, I
5000159001274, 0.641263, 492.49, CONFECTIONERY, COUNT LINES, 1.20, GALAXY MINSTRELS., 0.2300, 05000159378666, N
50159284, 0.541667, 19.50, CONFECTIONERY, COUNT LINES, 1.20, TOPIC, 0.2300, 5000159100274, I
50159093, 0.464444, 16.72, CONFECTIONERY, MEDICINAL CONFECTIONERY, 0.79, TUNES CHERRY, 0.0000, 5000159100069, I
50159567, 0.464444, 16.72, CONFECTIONERY, MEDICINAL CONFECTIONERY, 0.79, TUNES BLACKCURRANT, 0.0000, 5000159100052, I
5000204891850, 1.3125, 15.75, HOUSE HOLD , POLISHES, 2.42, PLEDGE AERO CLASSIC, 0.2300, 5000204002423, I
5000204894066, 2.68917, 32.27, HOUSE HOLD , POLISHES, 4.95, KLEAR FLOOR POLISH, 0.2300, 5000204030099, I
5000204890778, 0.8575, 10.29, HOUSE HOLD , AIR FRESHNER, 1.49, GLADE AEROSOL MARINE, 0.2300, 5000204094428, I
50204267, 0.79, 18.96, HOUSE HOLD , CLEANERS, 1.20, BRILLO SOAP PADS, 0.2300, , I
5011012000129, 1.19333, 14.32, HOUSE HOLD , BLEACH/DIS/ANTISEPT, 1.90, PAROZONE ORIG THIN BLEACH, 0.2300, 05000185005178, I
5391509390019, 1.805, 21.66, GROCERY, SAUCE/GRAVY/STUFFING, 1.98, CHEF TOMATO KETCHUP, 0.0000, 05391509395014, I
5391509390217, 1.29583, 15.55, DAIRY PRODUCTS, SALAD PRODUCTS, 1.79, CHEF SALAD CREAM, 0.0000, 5391509395236, I
5000243200002, 1.02418, 12.29, DAIRY PRODUCTS, SALAD PRODUCTS, 1.49, CHEF BEETROOT SLICED, 0.0000, 5000243201443, I
5000243204536, 0.9875, 11.85, GROCERY, SAUCE/GRAVY/STUFFING, 1.15, CHEF VINEGAR MALT BROWN, 0.0000, 5000243208800, I
5391509390446, 0.9875, 11.85, GROCERY, SAUCE/GRAVY/STUFFING, 1.20, CHEF VINEGAR WHITE, 0.0000, 5000243208817, N
5391509390491, 2.665, 31.98, GROCERY, JAMS/HONEY/SPREADS, 3.19, LITTLE CHIP ORANGE, 0.0000, 05391509395502, I
5391509390538, 2.665, 31.98, GROCERY, JAMS/HONEY/SPREADS, 3.19, OLD T IRISH COARSE., 0.0000, 5391509395540, I
5000243924007, 2.04702, 49.13, GROCERY, CAKES, 2.95, NESTLE MILK CONDENSED, 0.0000, 5000243003078, I
5000186732042, 1.59813, 25.57, HOUSE HOLD , CLEANERS, 2.31, CIF CREAM WHITE, 0.2300, 08711700514170, I
5000186732011, 1.59813, 25.57, HOUSE HOLD , CLEANERS, 2.31, CIF CREAM LEMON, 0.2300, 8711700514194, I
5000186481001, 0.75, 6.75, HOUSE HOLD , BLEACH/DIS/ANTISEPT, 2.60, DOMESTOS BLUE, 0.2300, 08717644196236, N
5000127533196, 3.32, 39.84, GROCERY, BREAKFAST MEALS, 3.98, KELL VARIETY 8PK, 0.0000, 05013503534199, I
50998326, 0.68, 32.64, GROCERY, CANNED/BOTTLED/VEG, 0.80, BAT PEAS PROCESSED, 0.0000, 05011001100311, I
5011001000338, 0.975833, 23.42, GROCERY, CANNED/BOTTLED/VEG, 1.00, BAT PEAS PROCESSED, 0.0000, 5011001100335, I
5011001100342, 0.998333, 23.96, GROCERY, KVI, 1.29, BAT PEAS PROCESSED, 0.0000, 05011001200349, N
50998319, 0.681875, 32.73, GROCERY, CANNED/BOTTLED/VEG, 0.65, BAT BEANS IN TOM SAUCE, 0.0000, 5011001100519, I
5011001000536, 1.00417, 24.10, GROCERY, CANNED/BOTTLED/VEG, 0.90, BAT BEANS IN TOM SAUCE, 0.0000, 5011001100533, I
5011001100557, 0.965, 23.16, GROCERY, KVI, 1.08, BAT BEANS IN TOM SAUCE, 0.0000, 05011001200554, N
5011001000635, 0.935, 22.44, GROCERY, CANNED/BOTTLED/VEG, 1.05, BAT PEAS MARROWFAT CAN, 0.0000, 5011001100632, I
5011001101950, 1.16417, 13.97, GROCERY, CANNED/BOTTLED/VEG, 1.20, BAT PEAS&CARROTS, 0.0000, 5011001201957, I
5011001104166, 1.11083, 13.33, GROCERY, CANNED FRUIT, 1.35, BAT PRUNES IN SYRUP, 0.0000, 5011001204163, I
5010046002017, 1.18667, 14.24, GROCERY, CANNED/BOTTLED/VEG, 1.70, GR GIANT CORN NIBLETS, 0.0000, 05010046002031, I
5010046006015, 1.3825, 16.59, GROCERY, CANNED/BOTTLED/VEG, 1.70, GR GIANT NIBBLET&PEPPERS, 0.0000, 05010046006039, I
5011001221115X, 1.12583, 13.51, DAIRY PRODUCTS, FRUIT JUICE, 1.79, SQEEZ JUICE ORANGE, 0.2300, 5011001321112, I
5011001221023, 1.65083, 19.81, DAIRY PRODUCTS, FRUIT JUICE, 2.41, SQEEZ JUICE GRAPEFRUIT, 0.2300, 05011001321020, I
5011001221047, 1.65083, 19.81, DAIRY PRODUCTS, FRUIT JUICE, 2.79, SQEEZ JUICE PINEAPPLE., 0.2300, 05011001321044, N
5011001221061, 1.65083, 19.81, DAIRY PRODUCTS, FRUIT JUICE, 2.16, SQEEZ JUICE TROPICAL, 0.2300, 5011001321068, I
5011001221009, 1.4475, 17.37, DAIRY PRODUCTS, FRUIT JUICE, 2.40, SQEEZ JUICE APPLE 1LTR, 0.2300, 05011001321006, N
5011076000219, 1.36083, 16.33, HOUSE HOLD , WASHING POWDERS/LIQUIDS, 2.39, SUPER XM GLISTEN, 0.2300, 5011076000479, I
5010081001204, 2.1425, 25.71, HOUSE HOLD , HOUSHOLD MISC., 3.50, KLEENEX FOR MEN, 0.2300, 5029054065938, I
5010265000108, 1.2325, 19.72, GROCERY, BISCUITS, 1.85, RYVITA CRACKERS ORIGINAL, 0.1350, 15050974500640, I
024000024675, 1.02167, 12.26, GROCERY, CANNED FRUIT, 1.80, DELMONT FR COCKTAIL SYRUP, 0.0000, 24000028727, I
024000001966, 1.34583, 16.15, GROCERY, CANNED FRUIT, 2.05, DELMONT PINE SLICE, 0.0000, 24000051770, I
50136810, 1.475, 17.70, GROCERY, DESSERTS, 1.76, BIRDS CUSTARD RTP ORIG, 0.0000, 5000136205534, I
5000136993110, 0.822083, 19.73, HOUSE HOLD , DESSERTS, 1.19, BIRDS DREAM TOPPING, 0.0000, , I
5000136993455, 0.8675, 20.82, HOUSE HOLD , DESSERTS, 1.29, ANGEL D STONKING  STRAW, 0.0000, , I
5000136999877, 2.49, 29.88, GROCERY, DESSERTS, 3.09, BIRDS TRIFLE STRAWBERRY, 0.0000, 05000136217438, I
5000175410654, 0.762917, 18.31, GROCERY, SAUCE/GRAVY/STUFFING, 1.20, OXO CUBES RED 6PK, 0.0000, 5000175919379, I
5000118001048, 0.778333, 18.68, GROCERY, SAUCE/GRAVY/STUFFING, 1.00, OXO CUBES CHICKEN 6PK, 0.0000, 05011006004096, I
5000136998894, 1.56583, 18.79, GROCERY, COFFEE/TEA..ETC., 3.95, MAX HSE MILD BLEND, 0.0000, 7622300248345, N
5000136998887, 2.845, 17.07, GROCERY, COFFEE/TEA..ETC., 3.55, MAX HSE GRAN 100G KRAFT, 0.0000, 7622300310226, N
50973217, 2.5075, 30.09, GROCERY, JAMS/HONEY/SPREADS, 3.50, CHIV JAM STRAWBERRY, 0.0000, 05098922000265, N
50973200, 2.0025, 24.03, GROCERY, JAMS/HONEY/SPREADS, 3.50, CHIV JAM RASPBERRY, 0.0000, 05098922000272, N
50973194, 2.5075, 30.09, GROCERY, JAMS/HONEY/SPREADS, 3.50, CHIV JAM BLACKCURRANT, 0.0000, 05098922000289, N
50973187, 2.5075, 30.09, GROCERY, JAMS/HONEY/SPREADS, 3.25, CHIV JAM APRICOT, 0.0000, 5098922000296, I
5000183999004, 1.6125, 19.35, GROCERY, JAMS/HONEY/SPREADS, 2.09, ROSES MARMALADE LIME, 0.0000, 5098922000401, I
5000354113758, 0.613267, 7.36, GROCERY, CANNED/BOTTLED/VEG, 0.95, CHIV MIXED VEGETABLES, 0.0000, 5000117009335, I
5000354119729, 0.871525, 10.46, GROCERY, CANNED/BOTTLED/VEG, 1.25, CHIV BEANS RED KIDNEY, 0.0000, 5000117066550, I
5000354112904, 0.7075, 8.49, GROCERY, CANNED/BOTTLED/VEG, 1.10, CHIV CARROTS SLICED, 0.0000, 5000117008727, I
5449000070258, 1.04917, 12.59, DRINKS , PET/GLASS BOTTLES, 1.79, KIAORA WHOLE ORANGE, 0.2300, 5449000070135, I
5000193740849, 0.985, 11.82, DRINKS , SQUASHES, 1.79, KIAORA ORANGE&PINEAPPLE, 0.2300, 5017726140847, I
5000157006875, 0.97125, 23.31, GROCERY, CANNED/BOTTLED/VEG, 1.20, HEINZ SPAGHETTI STRAIGHT, 0.0000, 05000157041463, I
x5000157006899, 0.687083, 16.49, GROCERY, CANNED/BOTTLED/VEG, 1.20, HEINZ SPAGHETTI HOOPS, 0.0000, 5000157041487, I
5000157024671, 1.05333, 25.28, GROCERY, CANNED/BOTTLED/VEG, 1.20, HEINZ BAKED BEANS, 0.0000, 5000157054838, I
5000157007216, 0.892917, 21.43, GROCERY, CANNED/BOTTLED/VEG, 1.35, HEINZ MACARONI CHEESE, 0.0000, 05000157041616, I
5011009015891, 0.43375, 20.82, GROCERY, SOUP PACKETS, 0.60, HOT CUP SINGLE VEGETABLE, 0.0000, 5011009415899, I
5011009014498, 0.43375, 20.82, GROCERY, SOUP PACKETS, 0.60, HOT CUP SINGLE CHICK, 0.0000, 5011009414496, I
5011009015204, 0.43375, 20.82, GROCERY, SOUP PACKETS, 0.58, HOT CUP SINGLE MUSHROOM, 0.0000, 5011009415202, I
5011009015389, 0.43375, 20.82, GROCERY, SOUP PACKETS, 0.58, HOT CUP SINGLE OXTAIL, 0.0000, 5011009415387, I
501100901554950, 0.38125, 18.30, GROCERY, SOUP PACKETS, 0.55, HOT CUP SINGLE TOMATO, 0.0000, 5011009415547, I
5011026008180, 1.53167, 18.38, DRINKS , PET/GLASS BOTTLES, 2.40, MI WADI LEMON, 0.2300, 5011026508185, I
a, 628.52, 628.52, DRINKS , SQUASHES, 1.99, C DE F  MK6 METRE STAND, 0.2300, , I
5011026008197, 1.47667, 17.72, DRINKS , PET/GLASS BOTTLES, 2.23, MI WADI LIME, 0.2300, 5011026508192, I
5011026008173x, 1.12833, 13.54, DRINKS , SQUASHES, 2.05, MI WADI ORANGE, 0.2300, , 0
5011026002225, 0.35375, 8.49, DRINKS , PET/GLASS BOTTLES, 1.10, CLUB ORANGE REG CAN, 0.2300, 05011026502220, N
5011026005103, 0.564583, 13.55, DRINKS , PET/GLASS BOTTLES, 1.02, CLUB ORANGE DIET CAN, 0.2300, 05011026505108, I
5011026002232, 0.5475, 13.14, DRINKS , PET/GLASS BOTTLES, 1.10, CLUB LEMON REG CAN, 0.2300, 05011026502237, I
40608006, 0.564583, 13.55, DRINKS , PET/GLASS BOTTLES, 1.10, PEPSI REG CAN, 0.2300, 4060800001450, N
50184354, 2.36833, 28.42, GROCERY, COFFEE/TEA..ETC., 2.99, BOVRIL BEEF, 0.0000, 05014598046024, N
5000134001299, 0.77625, 18.63, DRINKS , ENERGY, 1.50, LUCOZADE ORIGINAL CAN, 0.2300, 5000376901296, I
5000347003103, 1.77167, 21.26, DRINKS , ENERGY, 3.39, LUCOZADE ORIGINAL, 0.2300, 05000469003104, I
5011071010077, 1.43583, 17.23, GROCERY, CANNED FRUIT, 1.50, LUSTRE PEACH SLICE SYRUP, 0.0000, 5011071110074, I
5011071010428, 2.3325, 27.99, GROCERY, CANNED FISH/MEAT/PASTA, 2.35, PICNIC SALMON PINK, 0.0000, 5011071110425, I
5000204890938, 2.79917, 33.59, HOUSE HOLD , CLEANERS, 4.49, MR MUSCLE OVEN CLEANER, 0.2300, 05000204205602, N
5010029013016, 1.77583, 21.31, GROCERY, BREAKFAST MEALS, 2.00, READY BREK ORIGINAL 250G, 0.0000, 5010029113013, I
5099810020006, 3.74667, 22.48, GROCERY, COFFEE/TEA..ETC., 4.50, BARRYS TEABAG GOLD 80''''S, 0.0000, 05099810006673, N
50749584, 0.633333, 3.80, GROCERY, BABY FOOD/NEEDS, 0.89, C&G RTD APPLE&BL/CUR, 0.0000, 5000378999635, I
5010029000016, 3.19944, 115.18, GROCERY, BREAKFAST MEALS, 4.30, WEETABIX FAMILY 24PK, 0.0000, 05010029100013, N
50819485, 0.958333, 23.00, CONFECTIONERY, MEDICINAL CONFECTIONERY, 1.50, FISHERMAN FR ORIGINAL, 0.2300, 5000357100977, I
50171057, 3.68667, 88.48, GROCERY, CANNED FISH/MEAT/PASTA, 4.70, JW SALMON RED 105G, 0.0000, 05000171042255, I
5000171010254, 2.3975, 28.77, GROCERY, CANNED FISH/MEAT/PASTA, 3.19, JW SALMON PINK, 0.0000, 05390215001486, N
50171262, 1.87792, 45.07, GROCERY, CANNED FISH/MEAT/PASTA, 2.10, JW SALMON PINK 105G, 0.0000, 5000171042507, I
50171224, 1.36083, 16.33, GROCERY, CANNED FISH/MEAT/PASTA, 1.36, JW TUNA STEAK IN BRINE, 0.0000, 5000171010551, I
5000171030696, 1.0325, 12.39, GROCERY, CANNED FISH/MEAT/PASTA, 1.20, JW SARDINES IN OIL, 0.0000, 5000171028181, I
5000171010209, 1.0325, 12.39, GROCERY, CANNED FISH/MEAT/PASTA, 1.35, JW SARDINES IN TOMATO, 0.0000, 05000171009173, N
50171910, 0.780833, 9.37, GROCERY, CANNED FRUIT, 1.19, JW MANDARINS IN SYRUP, 0.0000, 5000171008596, I
5000171004475, 0.895, 10.74, GROCERY, CANNED/BOTTLED/VEG, 1.35, JW SWEETCORN, 0.0000, 5000171008831, I
50171545, 1.36083, 16.33, GROCERY, CANNED FISH/MEAT/PASTA, 1.36, JW TUNA STEAK IN S/F OIL, 0.0000, 5000171029768, I
5098973000696, 1.99, 1.99, TOBACCO , CIGS 20S, 6.25, KAMEO QUEENS PKT, 0.1350, , I
40235257, 8.43, 84.30, TOBACCO , CIGS 20S, 11.30, MARLBORO GOLD100S 20PK, 0.2300, , N
8710622513704, 2.65, 53.00, TOBACCO , CIGARS, 4.00, AGIO FILT TIP CIGARS 5PK, 0.2300, 8710622903611, N
000016, 0.049416, 4.94, CONFECTIONERY, CONFEC.NO CODE, 7.09, BARATT FIZZY COLA POP, 0.2300, , I
5011069000141, 2.1, 2.10, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 2.75, DNY STEAK & KIDNEY, 0.0000, 5011069028237, I
50237258, 0.371726, 62.45, CONFECTIONERY, CRISPS/SNACK FOODS, 0.60, KP PEANUT SALTED CARD 7''S, 0.2300, 5000237089330, I
7310511854706, 0.575278, 20.71, CONFECTIONERY, COUNT LINES, 0.95, DAIM BAR, 0.2300, 07622200185474, I
4001683330015, 1.58833, 19.06, MAGAZINES/NEWSPAPERS, TV GUIDES, 2.99, REACH T BRUSH CONTROL, 0.0900, 5013826014088, I
4001683319010, 1.75833, 21.10, HEALTH & BEAUTY, DENTAL CARE, 3.45, REACH T BRUSH CONTROL, 0.2300, 5013826014125, I
5011476000017, 2.27, 18.16, GROCERY, BREAKFAST MEALS, 2.68, SHREDDED WHEAT 270G, 0.0000, 07613031473083, I
5011021090005, 0.309375, 14.85, CONFECTIONERY, CRISPS/SNACK FOODS, 0.50, JAC ICE WAFERS.., 0.1350, 5011021090005, I
5000137056906, 1.16958, 28.07, GROCERY, BISCUITS, 1.95, RITZ CRACKERS PLAIN ROLL, 0.1350, 5000137329932, I
5099084042100, 0.325717, 3.91, HOUSE HOLD , FILM, 0.59, CLASSIC GREASEPROOF, 0.2300, , I
5010061001613, 0.851667, 10.22, GROCERY, CANNED/BOTTLED/VEG, 1.06, NAP TOMATOES CHOPPED, 0.0000, 5010061921614, I
5010061001019, 0.851667, 10.22, GROCERY, CANNED/BOTTLED/VEG, 1.04, NAP TOMATOES PEELED, 0.0000, 5010061921010, I
5000189262539, 0.457917, 10.99, CONFECTIONERY, COUNT LINES, 0.99, AFTER EIGHT MINTS, 0.2300, 5000189262546, I
5011001102049, 1.27083, 15.25, GROCERY, CANNED/BOTTLED/VEG, 1.70, BAT BUTTER BEANS, 0.0000, 05011001202046, N
50237098, 0.562083, 13.49, CONFECTIONERY, CRISPS/SNACK FOODS, 1.80, KP PEANUT DRY ROAST CARD, 0.2300, 5000237007914, I
50183630, 0.8425, 10.11, GROCERY, DESSERTS, 1.10, CHIV JELLY STRAWBERRY, 0.0000, 05000183202906, I
50183579, 0.670833, 32.20, HOUSE HOLD , DESSERTS, 1.01, CHIV JELLY LEMON, 0.0000, 05000183902776, I
50183593, 0.670833, 32.20, GROCERY, DESSERTS, 1.01, CHIV JELLY ORANGE, 0.0000, 05000183602799, I
87177756, 0.297917, 7.15, DRINKS , PET/GLASS BOTTLES, 1.15, SEVEN UP REGULAR CAN, 0.2300, 05000368600411, N
024000001973, 1.34583, 16.15, GROCERY, CANNED FRUIT, 1.64, DELMONT PINE CHUNK, 0.0000, 24000054481, I
5000166029537, 0.88125, 21.15, GROCERY, PETFOODS, 1.21, WHISKAS CIJ RABBIT&CHICK, 0.2300, 5000166097536, I
5034660504023, 0.541875, 26.01, CONFECTIONERY, COUNT LINES, 1.00, CAD MORO , 0.2300, 5000201997739, I
5000134043930, 0.567778, 15.33, DRINKS , READY TO DRINK, 1.00, RIBENA RTD BLACKCURRANT, 0.2300, 5000376943937, I
5023274049815, 0.312411, 139.96, CONFECTIONERY, CONFEC.NO CODE, 1.10, MAYNARD WINE GUM ROLL., 0.2300, 05023274049846, N
5010024103910, 1.25375, 30.09, GROCERY, SAUCE/GRAVY/STUFFING, 1.69, PAXO SAGE&ONION., 0.0000, 5010024203917, I
5011026002263, 0.564583, 13.55, DRINKS , PET/GLASS BOTTLES, 1.10, CLUB ROCK SHANDY CAN, 0.2300, 05011026502268, N
5000199051031, 2.94333, 17.66, HEALTH & BEAUTY, DENTAL CARE, 4.79, AQUAFRESH FRESHMINT PUMP, 0.2300, 5000199951034, I
5000199051130, 2.94333, 17.66, HEALTH & BEAUTY, DENTAL CARE, 4.89, AQUAFRESH MILDMINT PUMP, 0.2300, 5000199951133, I
5011546431888, 3.74167, 44.90, GROCERY, COFFEE/TEA..ETC., 4.29, NESCAFE GOLD BLEND, 0.0000, 5011546131887, I
7610211030203, 1.72, 20.64, GROCERY, COFFEE/TEA..ETC., 2.39, HERMESETAS, 0.0000, 07610211030227, I
5025970802183, 2.56, 15.36, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 4.75, NIVEA LOTION DRY SKIN, 0.2300, 5025970115702, I
5025970803241, 2.56, 15.36, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 4.75, NIVEA LOTION NORMAL SKIN, 0.2300, 5025970115696, I
5099802190113, 2.36833, 28.42, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 3.72, LONGLEX NAIL VARN REMOVER, 0.2300, 5099802630114, I
5000243925103, 4.65833, 27.95, GROCERY, COFFEE/TEA..ETC., 6.55, NESCAFE BLEND 37, 0.0000, 05011546188089, I
5000354900808, 1.3064, 15.68, GROCERY, JAMS/HONEY/SPREADS, 1.89, SUNPAT PEANUT BUT SMOOTH, 0.0000, 5000117900991, I
5000354900839, 1.17333, 14.08, GROCERY, JAMS/HONEY/SPREADS, 1.75, SUNPAT PEANUT BUT CRUNCH, 0.0000, 5000117901011, I
5010024101039, 0.806042, 38.69, GROCERY, SAUCE/GRAVY/STUFFING, 1.31, BISTO POWDER PACKET 113G, 0.0000, 5010024201036, I
5011010282664, 0.66, 7.92, HOUSE HOLD , PASTA/RICE, 0.99, ROMA RICE PUDDING, 0.0000, 5011010011271, I
5011451101012, 0.780117, 9.36, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 1.49, SIMPLE PURE SOAP, 0.2300, 5011451300446, I
5000186481018, 1.45444, 13.09, HOUSE HOLD , BLEACH/DIS/ANTISEPT, 2.18, DOMESTOS MOUNTAIN FRESH, 0.2300, 8717644196274, I
50251506, 0.435556, 15.68, CONFECTIONERY, COUNT LINES, 0.90, XXX MINTS EX STRONG, 0.2300, 05000314904945, I
5098933002371, 0.2605, 10.42, CONFECTIONERY, CRISPS/SNACK FOODS, 0.45, KP SALTED POPCORN 30G, 0.2300, 598933002388, I
5011010282657, 0, 0.00, GROCERY, PASTA/RICE, 2.00, ROMA RICE NATURAL BROWN, 0.0000, 5011010019574, I
5000136999419, 2.15, 25.80, GROCERY, DESSERTS, 2.75, BIRDS CUSTARD POWDER TIN, 0.0000, 05000136203868, I
5000197550536, 1.09458, 26.27, GROCERY, SAUCE/GRAVY/STUFFING, 1.50, SHAR TOMATO PUREE TUBE, 0.0000, , I
5099810926537, 1.55333, 18.64, GROCERY, COFFEE/TEA..ETC., 2.40, BARRYS TEABAG GREEN 40''''S, 0.0000, 05099810300030, N
4008871601506, 1.0224, 24.54, HOUSE HOLD , FILM, 1.69, GLAD CLINGFILM, 0.2300, 34008871601507, I
501891372, 0.7526, 9.03, CONFECTIONERY, BOXED/ASSORTMENTS, 1.29, POLO FRUITS, 0.0000, 5000426185225, I
5011544070034, 2.45833, 29.50, GROCERY, SALT/PEPPER/SPICES/HERBS, 3.30, LO SALT DRUMS, 0.0000, 05013791000055, N
5011005006008, 2.29833, 27.58, GROCERY, BAKERY/COOKERY, 2.88, SHAM PRUNES NO SOAK, 0.0000, 5011005806004, I
5010981911054x1, 4.91667, 59.00, GROCERY, BABY FOOD/NEEDS, 7.00, SMA GOLD, 0.0000, 5010981200158, I
5010981910057, 6.09667, 36.58, GROCERY, BABY FOOD/NEEDS, 7.00, SMA FORMULA POWDER WHITE, 0.0000, 5010981200905, I
50973149, 2.5075, 30.09, GROCERY, JAMS/HONEY/SPREADS, 2.89, CHIV JAM STRAWBERRY&APPLE, 0.0000, 5098922000333, I
8000500003787, 4.916, 24.58, CONFECTIONERY, COUNT LINES, 8.20, FERRERO ROCHER T16, 0.2300, 03017621821669, N
50824854, 1.26667, 7.60, GROCERY, JAMS/HONEY/SPREADS, 2.49, COL MUSTARD WHOLE GRAIN, 0.0000, 5000147817771, I
5000186552046, 1.35875, 21.74, HOUSE HOLD , WASHING POWDERS/LIQUIDS, 2.40, COMFORT BLUE ORIG, 0.2300, 5000186557003, I
5000183027158, 1.90917, 22.91, GROCERY, COFFEE/TEA..ETC., 2.06, CAD COCOA DRUM       125G, 0.0000, 5034660513643, I
5098997001112, 0.2982, 7.16, HOUSE HOLD , HOUSHOLD MISC., 0.55, LACES SHOE BLACK, 0.2300, , I
3041090063114, 2.6075, 31.29, GROCERY, BISCUITS, 3.40, CRACOTTES ORIGINAL, 0.1350, 13041090063111, I
5391509390521, 2.665, 31.98, GROCERY, JAMS/HONEY/SPREADS, 3.19, LITTLE CHIP NO PEEL, 0.0000, 05391509395533, I
5011006005086, 0.927917, 22.27, GROCERY, INSTANT/SNACK MEALS, 1.40, MCD NOODLES BBQ BEEF, 0.0000, 05011006005093, I
5011006005109, 1.11333, 26.72, GROCERY, INSTANT/SNACK MEALS, 1.40, MCD NOODLES CHICKEN, 0.0000, 05011006005116, I
5011006005123, 1.11333, 26.72, GROCERY, INSTANT/SNACK MEALS, 1.40, MCD NOODLES CURRY MILD, 0.0000, 05011006005130, N
5011006005444, 0.849583, 20.39, GROCERY, INSTANT/SNACK MEALS, 1.25, MCD NOODLES CHINESE, 0.0000, 5011006005451, I
5011001000260, 1.1075, 26.58, GROCERY, CANNED/BOTTLED/VEG, 1.19, BAT PEAS MARROWFAT NOSOAK, 0.0000, 5011001100267, I
8003520002006, 1.915, 11.49, HEALTH & BEAUTY, SHAVING GEAR, 2.55, P OLIVE SHAVE GEL SENSITI, 0.2300, 4011200129206, I
5410438008496, 2.08, 12.48, DAIRY PRODUCTS, MILK/CREAM/FR.SOUP, 2.62, YAZOO BANANA, 0.0000, 5410438108493, I
5410438006256, 1.98167, 11.89, DAIRY PRODUCTS, MILK/CREAM/FR.SOUP, 2.62, YAZOO CHOCOLATE, 0.0000, 5410438106253, I
5410438008397, 1.98167, 11.89, DAIRY PRODUCTS, MILK/CREAM/FR.SOUP, 2.62, YAZOO STRAWBERRY, 0.0000, 5410438108394, I
50159000, 0.441667, 10.60, CONFECTIONERY, COUNT LINES, 0.95, GALAXY MILK CHOCOLATE, 0.2300, 5000159100298, I
5011002017083, 0.710833, 17.06, GROCERY, SAUCE/GRAVY/STUFFING, 0.87, KNORR SAUCE CHEESE, 0.0000, 5011002917086, I
50204304, 1.66917, 20.03, HOUSE HOLD , CLEANERS, 2.85, MR MUSCLE WINDOW CLEANER, 0.2300, 5000346004231, I
5000168001104, 1.9075, 22.89, GROCERY, BISCUITS, 2.59, CARRS WATER BISCUITS, 0.1350, 05000168140704, I
024000024385, 1.20417, 14.45, GROCERY, CANNED FRUIT, 1.65, DELMONT APRICOT HALVES, 0.0000, 24000028536, I
5000136993127, 1.16417, 13.97, HOUSE HOLD , DESSERTS, 1.75, BIRDS CUSTARD RTS LOW FA, 0.0000, , I
5000171007186, 2.11417, 25.37, GROCERY, CANNED FISH/MEAT/PASTA, 3.25, JW CORNED BEEF, 0.0000, 5000171009159, I
5011021027582, 2.57667, 46.38, GROCERY, BISCUITS, 3.10, JAC COCONUT CREAM 5FREE, 0.1350, 5011021127589, I
